__mclCluster,EnrichmentMap::Colouring (Dataset 1),EnrichmentMap::ES (Dataset 1),EnrichmentMap::fdr_qvalue (Dataset 1),EnrichmentMap::fwer_qvalue (Dataset 1),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (Dataset 1),EnrichmentMap::pvalue (Dataset 1),name,selected,shared name
,1,0.4627,0.0273,0.625,MTM1|TBC1D30|AKT1|CCP110|NBDY|NUPR1|KIF24|MPHOSPH9|ODF2L|RBM14|BECN1|PHF23|STYXL1|PATL2|EHMT2|LIMK2|TMEM39A|YAP1|PINK1|LRRK2|FEZ2|TRIM32|KAT2A|MDM1|FEZ1|MAP4|TCHP|USP10|CEP97|MARCHF7|GDI2|TRIM37|TBC1D7|WDR44|CDK10|TESK1|SCFD1|BRCA1|SEC22B|LPAR1|EVI5L|CDK5RAP2|KAT2B|MAK|SMCR8|SMAD4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,46,ENR,GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,1.9943,0,GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,FALSE,GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY
2,1,0.502,0.031,0.696,UBAP2L|GNB2|SCAPER|SCLT1|FRA10AC1|SDCCAG8|NPHP1|ARL6|CEP290|NRCAM|BBS2|BBS5|BBS7|IFT74|IFT172|IFT27|SIN3A|APTX|TTC8|BBIP1|WDPCP|BBS1|BBS10|BBS12|BBS4|TRIM32|BBS9|ELN|LZTFL1|CFAP418|CEP19|MKKS|MKS1|MLXIPL|ABL1|PRKD1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_MEDIAL_FLARING_OF_THE_EYEBROW,36,ENR,HP_MEDIAL_FLARING_OF_THE_EYEBROW,1.9727,0,HP_MEDIAL_FLARING_OF_THE_EYEBROW,FALSE,HP_MEDIAL_FLARING_OF_THE_EYEBROW
2,1,0.6182,0.0083,0.165,B9D2|PTCH1|TXNDC15|CC2D2A|CEP290|TCTN1|RPGRIP1L|TCTN2|TCTN3|FGFR1|ZIC2|RTTN|RAD21|CNOT1|MKS1|TMEM107|TMEM216|CSPP1|TMEM231|TMEM237|B9D1|TMEM67,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_LOBAR_HOLOPROSENCEPHALY,22,ENR,HP_LOBAR_HOLOPROSENCEPHALY,2.1529,0,HP_LOBAR_HOLOPROSENCEPHALY,FALSE,HP_LOBAR_HOLOPROSENCEPHALY
1,1,0.5305,0.0013,0.012,CENPF|KLHL22|KNL1|KNTC1|ANAPC11|LCMT1|ANAPC15|ANAPC5|ANAPC7|MAD1L1|MAD2L1|MAD2L1BP|MAD2L2|APC|CUL3|ATM|SPC24|SPC25|SPDL1|AURKB|DLGAP5|BIRC5|NDC80|DUSP1|DYNC1LI1|NCAPH2|TEX14|NSMCE2|BUB1|BUB1B|NUF2|BUB3|PCID2|TPR|ESPL1|CCNB1|PPP2R1A|TRIP13|TTK|UBE2C|FBXO5|PLK1|GEN1|CDC16|CDC20|CDC23|XRCC3|HASPIN|PSMG2|ZNF207|ZW10|CDCA8|ZWILCH|DIS3L2|ZWINT|RAD21|IK|INCENP|CDK5RAP2|RB1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION,60,ENR,GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION,2.3478,0,GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION,FALSE,GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION
8,-1,-0.5755,0.0325,0.752,ANG|CCL22|CCL24|CCL25|CCL26|CX3CL1|CXCL10|CXCL11|CXCL14|CXCL2|CXCL3|GAPDH|FAM3A|HLA-A|HLA-E|HMGN2|LEAP2|LYZ|MMP7|NCR3LG1|PI3|CCL5|PRTN3|RARRES2|REG1A|RNASE4|SLPI|SPON2|TF|TSLP|RPL30|AZU1|NOD2|CXCL8|CCL2|GATA6|PPP2R3C|ROMO1|FAU|PLA2G6|RPL39|SLC11A1|RPS19|H2BC10|H2BC11|H2BC12|H2BC21|H2BC4|H2BC6|H2BC7|BCL3|H2BC8,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,52,ENR,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,-1.8581,0,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,FALSE,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE
1,1,0.4623,0.0487,0.944,INO80C|INO80D|INO80E|ACTL6A|RUVBL1|RFC4|YY1|MCRS1|RUVBL2|POLE|DCLRE1B|PCNA|MCM3|MCM7|POLD2|POLD3|ACTR5|MRE11|UCHL5|LIG1|POLA1|TFPT|GINS1|POLE3|MCM4|DNA2|NUCKS1|NBN|RAD50|POT1|NFRKB|RFC3|INO80|TERT|ACTR8|INO80B|LIG3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DNA_STRAND_ELONGATION,37,ENR,GOBP_DNA_STRAND_ELONGATION,1.8693,0,GOBP_DNA_STRAND_ELONGATION,FALSE,GOBP_DNA_STRAND_ELONGATION
,-0.9988,-0.5843,0.0951,0.998,TNFRSF1B|EBP|HLA-DRB1|KDSR|HAVCR2|TSC1|TMC6|PSMB8|AP1S3|MPDU1|CIB1|UBA1|ECM1|GJB2|COL7A1|GLMN|IL7|KRT10|LAMA3|LDHA|LAMB3|RASA1|ATP2A2|LAMC2|TRPM4|ADA2|TSC2|COL2A1|SDHD|MEFV|IDH1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_SKIN_PLAQUE,31,ENR,HP_SKIN_PLAQUE,-1.7635,0.0012,HP_SKIN_PLAQUE,FALSE,HP_SKIN_PLAQUE
1,1,0.5147,0.001,0.004,CENPF|KLHL22|KNL1|CHFR|KNTC1|CSNK2A1|ANAPC11|LCMT1|ANAPC15|ANAPC5|ANAPC7|MAD1L1|MAD2L1|MAD2L1BP|CSNK2A2|MAD2L2|APC|CUL3|ATM|SPC24|SPC25|SPDL1|AURKB|DLGAP5|BIRC5|CENATAC|NDC80|NCAPD2|NCAPD3|DUSP1|NCAPG|DYNC1LI1|NCAPG2|NCAPH|NCAPH2|TEX14|NSMCE2|BUB1|BUB1B|NUF2|BUB3|RECQL5|PLSCR1|NUMA1|PCID2|TPR|ESPL1|CCNB1|PPP2R1A|TRIP13|TTK|UBE2C|FBXO5|PLK1|TOP3A|GEN1|CDC16|CDC20|CDC23|SMC2|XRCC3|SMC4|HASPIN|SMARCAD1|PSMG2|ZNF207|ZW10|CDCA8|ZWILCH|DIS3L2|ZWINT|RAD21|IK|INCENP|CDK5RAP2|RB1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CHROMOSOME_SEPARATION,76,ENR,GOBP_CHROMOSOME_SEPARATION,2.4632,0,GOBP_CHROMOSOME_SEPARATION,FALSE,GOBP_CHROMOSOME_SEPARATION
2,1,0.4867,0.0269,0.632,B9D2|GANAB|OFD1|CC2D2A|IFT122|WDR19|CEP290|TCTN1|TCTN2|TCTN3|PKD1|TSC1|PKD2|IFT140|NEK8|TTC21B|PRKCSH|TMEM107|TMEM216|EXTL3|CSPP1|TMEM231|JAK1|TMEM237|LRP5|TMEM67|SEC63|TXNDC15|RPGRIP1L|TSC2|MKS1|ALG8|ALG5|NPHP3|ALG9|BICC1|B9D1|DNAJB11,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_CYSTIC_LIVER_DISEASE,38,ENR,HP_CYSTIC_LIVER_DISEASE,1.9918,0,HP_CYSTIC_LIVER_DISEASE,FALSE,HP_CYSTIC_LIVER_DISEASE
15,1,0.5708,0.0079,0.143,CFAP20|TUBB4B|ARFGEF2|ARL6|PACRG|PIERCE1|ENKUR|PIERCE2|TUBA1A|CFAP53|CFAP126|EFHC2|NME7|SPACA9|TEKT2|EFHB|SPAG8|CEP162|CFAP210|CFAP45|CFAP68|RPGRIP1L|EFCAB6|IFT70A|IFT70B|RIBC1|MNS1|SAXO2|TEKTIP1|EFHC1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_AXONEMAL_MICROTUBULE,30,ENR,GOCC_AXONEMAL_MICROTUBULE,2.1732,0,GOCC_AXONEMAL_MICROTUBULE,FALSE,GOCC_AXONEMAL_MICROTUBULE
,1,0.4709,0.0164,0.379,PIGL|HDAC4|ACTB|PIGO|TFAP2A|TNRC6B|GPC4|ASXL3|PIGV|PIGW|WDR19|H4C9|HNRNPK|RNF216|GDF11|PPP2R5D|HS2ST1|ASXL1|TRRAP|TFAP2B|JARID2|PNPLA6|DDX6|TMCO1|MDH2|KIAA0586|UBA2|KRAS|CSPP1|CDH2|PORCN|ZMYND11|TP63|TCF4|DHODH|KDM1A|MASP1|MEGF8|STAG1|ARHGAP31|KDM5B|CKAP2L|ZEB2|NONO|CHAMP1|IKBKG|PGAP2|PGAP3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_SUPERNUMERARY_NIPPLE,48,ENR,HP_SUPERNUMERARY_NIPPLE,2.0657,0,HP_SUPERNUMERARY_NIPPLE,FALSE,HP_SUPERNUMERARY_NIPPLE
1,1,0.424,0.0081,0.156,ABRAXAS1|KIF14|SEH1L|SEPTIN1|SGO1|SKA1|KNL1|SKA2|KNTC1|SKA3|AURKC|KATNB1|BECN1|MAD1L1|NUP98|SPAG5|APC|BOD1|SPICE1|ATM|CDC42|SUN1|AURKB|CENPC|CENPQ|CEP55|CHAMP1|TERF1|BIRC5|CHMP1A|NDC80|CHMP1B|CHMP2B|CHMP3|CHMP4A|CHMP5|CHMP6|NUF2|BUB3|TRAPPC12|DCTN2|DSN1|DYNC1H1|CCNB1|ECT2|EML3|EML4|TTL|UBE2B|FMN2|CDC23|GEM|CDCA5|RAB11A|CDCA8|CDK1|HNRNPU|RB1|KAT2B|KAT5|KIF18A|RCC2|KIF22|CDT1|KIF2C|CENPE|CENPF|CHMP2A|KIFC1|CHMP4B|CHMP4C|KNSTRN|CHMP7|KPNB1|SIRT2|LMNA|CUL3|MAP1S|MAPRE1|SPC24|SPC25|SPDL1|SPDYA|MEIOC|MIS12|DLGAP5|MLH1|NDE1|NDEL1|TEX14|NEK2|NSL1|ACTR2|ACTR3|NUDC|NUMA1|NUP62|FAM83D|PDCD6IP|PIBF1|IFFO1|PINX1|PMF1|VPS4A|VPS4B|PSRC1|ZNF207|RACGAP1|ZW10|ZWILCH|ZWINT|ABRAXAS2|RMDN1|INCENP|RRS1|ANKRD53,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CHROMOSOME_LOCALIZATION,116,ENR,GOBP_CHROMOSOME_LOCALIZATION,2.1595,0,GOBP_CHROMOSOME_LOCALIZATION,FALSE,GOBP_CHROMOSOME_LOCALIZATION
1,1,0.4419,0.0145,0.316,SNX18|MYH10|ARF1|CNTROB|DCDC1|SEPTIN6|CHMP2A|CHMP4B|CHMP4C|CKAP2|LZTS2|CHMP7|RTKN|KIF20B|KIF23|ANLN|KIF4A|KIF4B|APC|KLHDC8B|TTC19|CIT|MAP9|RHOB|SPAST|AURKB|CENPA|RASA1|WNK1|CEP55|CFL1|BIRC5|CHMP1A|CHMP1B|ANK3|CHMP2B|EFHC1|CHMP3|CHMP4A|CHMP5|CHMP6|RHOC|ZFYVE26|MITD1|STAMBP|STMN1|NUP62|ROCK1|ESPL1|IQGAP2|NUSAP1|ROCK2|SNX33|SNX9|ECT2|EXOC1|EXOC2|PDCD6IP|EXOC3|PLK1|EXOC4|RAB11FIP3|ARF6|EXOC5|EXOC6|EXOC6B|IQGAP1|RAB35|EXOC7|EXOC8|POLDIP2|KIF20A|RHOA|BBS4|VPS4A|VPS4B|SPTBN1|SON|UNC119|CUL7|RACGAP1|RAB11A|CDCA8|JTB|ARL3|INCENP|USP8|TRIM36|ANKRD53|IQGAP3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MITOTIC_CYTOKINESIS,90,ENR,GOBP_MITOTIC_CYTOKINESIS,2.0847,0,GOBP_MITOTIC_CYTOKINESIS,FALSE,GOBP_MITOTIC_CYTOKINESIS
2,1,0.5169,0.0239,0.536,ASAP1|CROCC|CENPJ|PPP1R35|ATMIN|CCP110|SEPTIN9|WRAP73|CEP135|RAB11FIP3|MARK4|BBS4|SEPTIN7|TAPT1|DZIP1|ZMYND10|IFT20|CEP120|IFT88|HAP1|CCDC88A|MNS1|GSK3B|HTT|RAB3IP|ENTR1|FUZ|KCTD17|ARHGAP35,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY,29,ENR,GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY,2.0212,0,GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY,FALSE,GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY
5,1,0.4105,0.0037,0.048,RBM28|IVNS1ABP|HNRNPH1|HNRNPR|PPIL2|HNRNPM|MAGOHB|YBX1|AKAP17A|RNF113A|PPIL3|PPWD1|GPKOW|RBM44|SNRNP25|DHX16|HNRNPA2B1|ESS2|SCNM1|RBM22|DHX8|DNAJC17|LGALS3|TTF2|ALYREF|CDC5L|HNRNPU|AAR2|DHX38|BUD13|SNRNP70|SNRPA|CLNS1A|CWF19L1|CRNKL1|ADAR|PRPF4|DDX23|DDX39B|DDX42|DDX46|SRRM1|CASC3|HNRNPA1L3|HNRNPA1|HNRNPA3|CIRBP|CWC22|CWC25|SNRPN|DDX5|RBM41|SMU1|FRG1|SREK1|RNPC3|GCFC2|GEMIN2|U2AF1L4|ZRSR2P1|DHX35|HTATSF1|BUD31|ISY1|SNRNP35|KHDC4|LSM2|LSM4|LSM6|LUC7L|HNRNPF|LUC7L2|LUC7L3|HSPA8|EIF4A3|PDCD7|IK|ARMC7|CWF19L2|MTREX|GPATCH1|HNRNPH3|MFAP1|PRPF38A|PRPF38B|RBM48|RBMXL1|LSM5|SNRNP48|SUGP1|LSM3|TRA2A|LSM7|ZCRB1|LSM8|TFIP11|ZMAT5|PPIH|TXNL4B|ZMAT2|WDR83|API5|PHF5A|SNRNP40|CTNNBL1|PRPF18|PRPF3|PRPF31|HNRNPC|PRPF39|PRPF6|PRPF8|PTBP2|CACTIN|RBM5|RBMX2|PPIE|BCAS2|AQR|MAGOH|HNRNPK|DHX32|CCDC12|PLRG1|PRPF19|RHEB|NCL|TRA2B|CDC40|PABPC1|SART1|RALY|SF1|SF3A1|SF3A2|DDX41|SF3A3|SF3B1|SF3B2|SF3B3|SF3B4|SF3B5|SF3B6|SLU7|SNIP1|SNRNP200|PNN|SNRPA1|SNRPB|SNRPB2|SNRPC|SNRPD1|SNRPD2|SNRPD3|SNW1|SNRPE|CRIPT|SNRPF|SNRPG|SRRM2|SRSF2|SNU13|SRSF1|SYF2|ZCCHC8|YJU2B|PPIL1|DHX15|RBM3|PPP1R8|PRKRIP1|RBM8A|TSSC4|TXNL4A|U2AF2|USP39|CWC15|PRPF40A|C9ORF78|PRPF40B|RBM17|WBP4|UPF1|CWC27|SMNDC1|WAC|XAB2|U2AF1|YJU2|ZRSR2|EFTUD2|ZNF830|SYNCRIP|RBMX|HNRNPA1L2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_SPLICEOSOMAL_COMPLEX,195,ENR,GOCC_SPLICEOSOMAL_COMPLEX,2.2622,0,GOCC_SPLICEOSOMAL_COMPLEX,FALSE,GOCC_SPLICEOSOMAL_COMPLEX
,1,0.5654,0.0093,0.192,NDP|IDH2|DLAT|IDH3A|IDH3B|DLST|IDH3G|SDHAF2|NNT|OGDH|ACO1|OGDHL|SUCLA2|SUCLG1|MDH1B|MDH2|SUCLG2|FH|PDHA1|PDHB|COL6A1|SDHA|CS|SDHB|SDHC|SDHD|ACO2|IREB2|MDH1|IDH1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_TRICARBOXYLIC_ACID_CYCLE,30,ENR,GOBP_TRICARBOXYLIC_ACID_CYCLE,2.1368,0,GOBP_TRICARBOXYLIC_ACID_CYCLE,FALSE,GOBP_TRICARBOXYLIC_ACID_CYCLE
16,1,0.45,0.0434,0.905,RTRAF|CTR9|PAF1|RECQL5|ELP2|ZNF326|ELP4|MAF1|CCAR2|PCF11|ERBB2|SMYD2|URI1|AGO1|SCAF8|AGO2|PCIF1|GTF2B|DHX9|RPRD1A|RRN3P2|RPRD1B|RPRD2|WDR43|NCOA3|WAC|ELOF1|SCAF1|ESRRB|POLR2M|SMYD3|SPTY2D1|CDC73|SCAF4|SUPT4H1|UVSSA|HNRNPU|LEO1|BRD4|RRN3|ERCC5|RPAP2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_RNA_POLYMERASE_CORE_ENZYME_BINDING,42,ENR,GOMF_RNA_POLYMERASE_CORE_ENZYME_BINDING,1.8957,0,GOMF_RNA_POLYMERASE_CORE_ENZYME_BINDING,FALSE,GOMF_RNA_POLYMERASE_CORE_ENZYME_BINDING
,1,0.4568,0.0331,0.733,RPS18|LARP4|RPS27L|RPS6|RPS14|RPS3|RPS4X|DHX29|FAU|RPS9|RPS10|RPS11|RPS26|EIF2A|RPS12|RPS29|RPS13|RPS15A|RPS16|RPS17|RPS19|UBA52|DDX3X|EIF2D|RPS21|RPS23|MCTS1|RPS24|RPS20|RPS25|RPS27|RPS27A|RPS28|RPS3A|RPS5|RPS2|RPS7|RPS15|RPS4Y1|RPS8|RPSA|RACK1|RPSA2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,43,ENR,GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,1.9606,0,GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,FALSE,GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT
5,1,0.4367,0.0155,0.348,MFAP1|BUD13|PRPF38A|SNRNP70|CDC40|LSM5|SART1|LSM3|LSM7|LSM8|SF3A1|TFIP11|SF3A2|CRNKL1|SF3A3|SF3B1|SF3B2|SF3B3|SF3B4|ZMAT2|PRPF4|SF3B5|SF3B6|DDX42|DDX46|MAGOHB|SNIP1|SNRNP200|SNRPA1|SNRPB|PHF5A|SNRPB2|SNRNP40|SNRPC|SNRPD1|SNRPD2|SNRPD3|SNW1|SNRPE|SNRPF|SNRPG|SRRM2|RNF113A|SNU13|PRPF18|PRPF3|CASC3|PRPF31|PRPF39|PRPF6|SYF2|PRPF8|YJU2B|PPIL1|DHX15|CWC22|RBMX2|CWC25|DHX16|RBM8A|SNRPN|PPIE|BCAS2|AQR|TXNL4A|SMU1|U2AF2|RBM22|GCFC2|DHX8|CCDC12|CWC15|PRPF40A|PRPF40B|PLRG1|WBP4|HTATSF1|BUD31|CWC27|ISY1|XAB2|LSM2|LSM4|YJU2|LSM6|PRPF19|LUC7L|LUC7L2|LUC7L3|CDC5L|EFTUD2|EIF4A3|IK,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX,93,ENR,GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX,2.0727,0,GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX,FALSE,GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX
1,1,0.4767,0.0053,0.09,TPX2|ABRAXAS1|GOLGA2|HSPA1A|HSPA1B|KIF3B|UHRF1|CHEK2|AURKC|CHMP2A|KIFC1|CHMP4B|WRAP73|CHMP4C|CHMP7|KPNB1|KIF11|KIF15|CLASP1|CLASP2|KIF23|KIF2A|KIF4A|KIF4B|KIFC2|SPICE1|LSM14A|MAP10|MAP9|FLNA|AURKB|BIRC5|CHMP1A|CHMP1B|MYBL2|CHMP2B|MZT1|CHMP3|PRICKLE1|CHMP4A|CHMP5|CHMP6|NEK2|OFD1|AAAS|RANGRF|TPR|ARHGEF10|PRC1|BCCIP|EML3|PDCD6IP|PLK1|PIBF1|CCDC61|POLDIP2|CCSAP|RHOA|VPS4B|CDC20|CEP192|SMC1A|CEP97|SMC3|STAG1|STAG2|ZNF207|RACGAP1|RAB11A|CDCA8|ABRAXAS2|DRG1|HNRNPU|INCENP,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MITOTIC_SPINDLE_ASSEMBLY,74,ENR,GOBP_MITOTIC_SPINDLE_ASSEMBLY,2.2117,0,GOBP_MITOTIC_SPINDLE_ASSEMBLY,FALSE,GOBP_MITOTIC_SPINDLE_ASSEMBLY
2,0.9922,0.5664,0.0401,0.868,CLUAP1|TRIM59|IFT46|IFT81|TRAF3IP1|IFT56|IFT20|IFT22|IFT88|IFT74|IFT70A|IFT70B|IFT172|IFT27|IFT52|IFT80|IFT25|IFT57,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B,18,ENR,GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B,1.9142,0.0078,GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B,FALSE,GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B
2,1,0.5836,0.0229,0.513,B9D2|FRAS1|TP63|FREM2|TXNDC15|CC2D2A|CEP290|FANCB|TCTN1|WNT3|RPGRIP1L|TCTN2|TCTN3|MKS1|TMEM107|TMEM216|CSPP1|TMEM231|TMEM237|B9D1|TMEM67,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_URETHRAL_ATRESIA,21,ENR,HP_URETHRAL_ATRESIA,2.0279,0,HP_URETHRAL_ATRESIA,FALSE,HP_URETHRAL_ATRESIA
5,1,0.4996,0.0363,0.794,PPIE|BCAS2|AQR|CDC40|RBM22|DHX8|CRNKL1|CWC15|PLRG1|BUD31|SNRPA1|SNRPB|SNRPB2|SNRNP40|XAB2|SNRPD1|SNRPD2|SNRPD3|SNW1|SNRPE|SNRPF|PRPF19|SNRPG|SRRM2|CDC5L|EFTUD2|SYF2|PRPF8|PPIL1|CWC22,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME,30,ENR,GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME,1.9427,0,GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME,FALSE,GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME
2,1,0.7098,0.0014,0.012,CLUAP1|IFT122|IFT46|IFT81|TRAF3IP1|IFT56|IFT20|IFT22|IFT88|IFT74|IFT70B|IFT172|IFT27|IFT52|IFT80|IFT25|CILK1|IFT57,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT,18,ENR,GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT,2.3521,0,GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT,FALSE,GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT
,-1,-0.5047,0.0981,1,RGCC|NOTCH1|WNT4|CTSK|SMPD3|P2RX7|UCN|VIM|EMILIN1|ENG|DDR2|TRAM2|MMP7|ADAM15|VIPAS39|ADAMTS14|CBX8|PRTN3|CREB3L1|CST3|CTSB|COL1A2|CTSL|VPS33B|CTSS|CYGB|F2R|FAP|FOSL2|NAGLU|FURIN|HDAC2|ITGA2|MFAP4|MMP10|MMP11|MMP13|TGFB1|MMP15|MMP16|MMP17|MMP19|P3H4|MMP24|LARP6|MMP25|MMP28|MMP9|MRC2|MYB|P3H1|P3H2|P3H3|NPPC|PCOLCE|PEPD|PLOD3|RCN3|ADAMTS2|RUNX1|TGFB3|SCX|SERPINF2|SERPINH1|SUCO|TNS2|VSIR|COL5A1|COL1A1|COL6A1|RETREG1|RETREG2|RETREG3|CIITA|ADAMTS3|MMP1|TNXB|HIF1A|INHBA|MMP14|MMP2|MMP23B|BMP4|ITGB1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,84,ENR,GOBP_COLLAGEN_METABOLIC_PROCESS,-1.7604,0,GOBP_COLLAGEN_METABOLIC_PROCESS,FALSE,GOBP_COLLAGEN_METABOLIC_PROCESS
3,0.9899,0.5032,0.0476,0.939,EXOSC10|RBMXL1|SNRNP70|CELF3|TRA2A|CLNS1A|PRMT5|SF3B4|NUP98|DHX36|UPF3A|UPF3B|UPF1|WDR77|DAZAP1|EIF1|SNW1|PRPF19|CDC73|HSPA8|NCBP1|NCBP2|CIRBP|NCL|RBMX|TRA2B|RBM3|THRAP3|PRDX6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING,29,ENR,GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING,1.8763,0.0101,GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING,FALSE,GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING
