NAME	TITLE	SCORE	
KCTD9		-0.25762543	
BRAP		-0.2582881	
EMC1		-0.2584435	
INVS		-0.2584984	
ACTR1B		-0.25857705	
RNF44		-0.25907424	
TOB1		-0.259448	
GMEB1		-0.25980386	
ANXA2R-OT1		-0.2601187	
NT5DC2		-0.26031125	
PINLYP		-0.26040182	
FLAD1		-0.26076373	
USO1		-0.2607772	
PDE8A		-0.26092952	
C11orf68		-0.26093063	
GPD2		-0.26099157	
DHCR7-DT		-0.26102272	
ARPC5L		-0.2612976	
DPM2		-0.26152638	
CAPN5		-0.26172253	
DHCR7		-0.26172492	
THAP6		-0.26268932	
ITPRIPL1		-0.26281705	
COL21A1		-0.262908	
OTUD7B		-0.2629244	
MANSC1		-0.26297516	
DUSP14		-0.26321092	
ZNF767P		-0.26334494	
LRPPRC		-0.26341912	
AKT3		-0.26359603	
SUSD6		-0.26376468	
TMF1		-0.26419973	
ALKBH2		-0.26463965	
GON4L		-0.2649087	
BCOR		-0.2649761	
DNAH5		-0.26524067	
PARD6G-AS1		-0.26533565	
CCR1		-0.26633108	
FTL		-0.26685423	
KAZN		-0.26705536	
URB1-AS1		-0.26749408	
TAX1BP3		-0.26777226	
TNFSF13		-0.26809138	
PTOV1-AS1		-0.2681335	
SMIM20		-0.26816818	
ZNF329		-0.26835048	
TENM2		-0.2684266	
GEMIN7-AS1		-0.26865354	
MSANTD7		-0.26886025	
ABRAXAS2		-0.26905528	
CPT1C		-0.2690713	
WWP2		-0.26916647	
PPM1L		-0.269396	
VGLL4		-0.27000213	
WDR1		-0.27029103	
ALG10		-0.27040797	
DNM2		-0.27056423	
MTFR1		-0.2710122	
PTGS1		-0.27115136	
SOX7		-0.27168944	
ATP1A2		-0.27213848	
GPRC5B		-0.27245858	
LDB1		-0.27282444	
ZBTB11		-0.27285296	
LYG1		-0.27288648	
RNF24		-0.27304876	
MIR1915HG		-0.27312	
SULF2		-0.27423072	
NACAD		-0.27428856	
XNDC1N-ZNF705EP-ALG1L9P		-0.27490705	
HELZ		-0.2750227	
DCLRE1C		-0.27503377	
NOLC1		-0.27507654	
FZD7		-0.27534845	
TMEM176B		-0.27535042	
CNTNAP3		-0.27535906	
ING1		-0.27542904	
SNX8		-0.27553928	
ZMIZ2		-0.27605367	
CAMSAP1		-0.27624255	
JAKMIP2-AS1		-0.27645415	
OMA1		-0.27682468	
PIGV		-0.27691856	
SF3A1		-0.27730498	
VDAC2		-0.27763668	
EPN2		-0.27779374	
ATG16L2		-0.27791563	
SLC6A16		-0.2781051	
ATM		-0.27831593	
SIN3B		-0.278463	
LRRC4C		-0.27849463	
GNL3		-0.278638	
FOXN2		-0.27871695	
ZFC3H1		-0.27909693	
CLU		-0.27917263	
NSMAF		-0.27934593	
ZDHHC12-DT		-0.2796558	
TCP11L1		-0.27999952	
SORBS1		-0.28004107	
PXYLP1		-0.2800684	
BAZ2A		-0.2801352	
WASH2P		-0.2805024	
CSNK1E		-0.28061792	
TMEM219		-0.28071105	
INPP5K		-0.28113	
NCK2		-0.281262	
INTS6-AS1		-0.28130996	
PTTG1IP		-0.28142583	
RPS16		-0.28209358	
RNPEP		-0.28218132	
CHD5		-0.28223282	
CAVIN4		-0.28262055	
ERCC4		-0.28262544	
HEMK1		-0.2826272	
WDR3		-0.28334218	
ARX		-0.28350487	
RPH3AL		-0.28353974	
JMJD7-PLA2G4B		-0.2836635	
TRIM14		-0.28405014	
COL9A1		-0.28416342	
SUMF2		-0.28438917	
ZFAND2B		-0.28441286	
FBXL4		-0.28472006	
KCTD7		-0.2847943	
LOX		-0.28479534	
ZNF768		-0.28488252	
NOM1		-0.2852508	
SLC7A2		-0.28531402	
SH3BP4		-0.28539628	
POLR1A		-0.28565314	
SPATA12		-0.28568527	
ZNF724		-0.28610814	
NDUFB10		-0.28627008	
DAB2IP		-0.28701922	
DHRS13		-0.28705877	
OVGP1		-0.287078	
ST8SIA1		-0.28713083	
MRPL23		-0.28739667	
CTSB		-0.2875785	
VIRMA-DT		-0.28789297	
ADGRV1		-0.2880569	
LINC02202		-0.2884198	
RFPL4A		-0.28847563	
GTPBP4		-0.28870562	
NSMCE4A		-0.28881904	
CA5B		-0.28887978	
GRIA3		-0.2889551	
LOC101928906		-0.2890212	
FNDC3B		-0.2892398	
MSANTD3		-0.2895406	
ZNF816-ZNF321P		-0.2897238	
MYO10		-0.28975227	
OSBPL10		-0.2898871	
KLLN		-0.28989285	
SP1		-0.290025	
MIGA1		-0.29040882	
KIAA0408		-0.29056248	
LAMC1		-0.29071906	
B2M		-0.29080987	
OLFML2A		-0.29102984	
BCL10		-0.29127625	
RNF111		-0.29135555	
ITGA7		-0.2913722	
PRTG		-0.29137263	
UBA6		-0.29176393	
AKIP1		-0.29213685	
HLA-DPA1		-0.29298013	
BRD4		-0.29326633	
MLYCD		-0.293392	
RPS10-NUDT3		-0.29388785	
INPP4A		-0.2945682	
WNT7B		-0.2945746	
UTRN		-0.29480654	
OXSM		-0.2948155	
WWP1		-0.29515347	
NOTCH2NLA		-0.2951954	
TMEM151B		-0.29522923	
HOXC13		-0.29537627	
PCGF2		-0.29552197	
CELSR1		-0.29576278	
ZC3H10		-0.29607785	
IRF2		-0.2962014	
KIF26B		-0.2964124	
NFATC2IP		-0.29651275	
ZNF557		-0.29739362	
IDH3B		-0.29756746	
CERK		-0.2976284	
FOXN4		-0.29767585	
SLC11A2		-0.29777703	
DBNDD2		-0.29799747	
BIVM-ERCC5		-0.2985189	
AMACR		-0.29854238	
RASSF9		-0.2985771	
HLA-DQB1		-0.29863968	
SLC1A1		-0.29906774	
INO80D		-0.29916102	
PHB2		-0.29922464	
CUL9		-0.29977793	
ECH1		-0.3001705	
FAM171A1		-0.30033585	
CALHM5		-0.30048433	
CALU		-0.3005354	
B4GALNT4		-0.3012263	
KDM7A		-0.30130798	
CPED1		-0.30174857	
FANCM		-0.30213454	
NDUFS6		-0.30291402	
KLF4		-0.30293202	
C17orf113		-0.30297607	
EIF5A2		-0.30301028	
TM7SF2		-0.30307117	
TOM1L1		-0.30339026	
SLC35F5		-0.30349085	
FKBP10		-0.30350444	
DHRS11		-0.30374318	
CRYAB		-0.30385685	
HYAL2		-0.30386883	
CD46		-0.30407563	
STK4		-0.3041247	
LINC02236		-0.30413216	
UNK		-0.30415946	
HYPK		-0.30421174	
NAMPT-AS1		-0.30422437	
RPL5P30		-0.30441928	
SDR39U1		-0.30450943	
MAMLD1		-0.30478728	
KLF10		-0.3052193	
NOP16		-0.30532673	
TFB2M		-0.3053904	
TRDMT1		-0.3054032	
ADCY10		-0.3055423	
FRMD6-AS1		-0.30568823	
NLRX1		-0.30583957	
TICRR		-0.30608305	
FRAT2		-0.30684626	
KDM5A		-0.3069114	
SLC27A1		-0.30695948	
LYAR		-0.30705738	
CPLANE2		-0.30716053	
ABCF3		-0.30740413	
GRWD1		-0.30741772	
BARX1		-0.3074826	
SLC9A7		-0.30784112	
WDR54		-0.30789745	
IZUMO4		-0.30790222	
MAST3		-0.30798775	
TERT		-0.30805865	
BTN2A3P		-0.30834684	
LRP11		-0.30835393	
INTS15		-0.3084424	
PIM2		-0.3085327	
LRRC41		-0.30863976	
FAM86EP		-0.30893296	
PCBD1		-0.30934754	
FAP		-0.30964133	
SERINC5		-0.3097641	
CA3		-0.30981603	
ATP6V1F		-0.309836	
UXT-AS1		-0.3101595	
COP1		-0.31026366	
BRD2		-0.3106834	
TRAF4		-0.31085756	
SSUH2		-0.31090656	
SH3TC2		-0.31106293	
ATP5IF1		-0.31107193	
UTP25		-0.311317	
ANK2		-0.31137186	
HEPH		-0.3114765	
ANKRD16		-0.31158462	
SEL1L		-0.31159285	
VAPB		-0.31168526	
ADAMTS4		-0.31175777	
MTCP1		-0.3118724	
ZNF384		-0.31201953	
AP1AR		-0.31205747	
CNIH2		-0.31247294	
TCF19		-0.31262448	
RBM24		-0.31349957	
C19orf53		-0.31388593	
ZNF883		-0.31395185	
EIF2B1		-0.31404516	
ARGLU1-DT		-0.31408003	
RESF1		-0.31409708	
POMK		-0.3146569	
CSKMT		-0.3147014	
ATN1		-0.3148132	
PRPF8		-0.31487292	
RAD51-AS1		-0.31491467	
MTDH		-0.31507307	
MXI1		-0.31518233	
FUZ		-0.3155491	
MAOB		-0.31591907	
PIP4P1		-0.31622308	
SMG9		-0.31643823	
TTC13		-0.3165106	
REP15		-0.31669337	
SCAP		-0.31751078	
PINK1-AS		-0.3176346	
TAS2R14		-0.3176985	
NPIPB12		-0.31777364	
ZCCHC3		-0.3179161	
MRPL28		-0.3180014	
ZNF407		-0.3182092	
CCDC57		-0.31840813	
CFAP126		-0.31845993	
DYNC2H1		-0.31854942	
PARS2		-0.31865203	
PTPRN2		-0.3187114	
MFSD13A		-0.3187374	
ITGB8		-0.31945613	
HSPA4L		-0.31999913	
ALG9		-0.32022822	
NELFCD		-0.3202953	
JARID2		-0.32087702	
CFLAR		-0.32112554	
GCC1		-0.3213985	
RETREG1		-0.32156658	
CDC42BPB		-0.32170787	
SGMS2		-0.32171157	
DEF8		-0.32172793	
TECR		-0.32202443	
KCNJ2-AS1		-0.32203808	
PI4KAP2		-0.32204935	
CEP85		-0.32220772	
KDSR		-0.32251605	
MRPS11		-0.32259443	
ARHGAP44-AS1		-0.32314268	
IGFBP5		-0.32325223	
UBE2J1		-0.3235061	
SMAD9		-0.32372674	
ZMIZ1		-0.32378057	
FMN1		-0.32385296	
TTC17		-0.32486263	
ASTN1		-0.32514828	
SEC13		-0.32578075	
IGSF9B		-0.3261875	
YTHDF1		-0.32627064	
TARBP2		-0.32640135	
CTSK		-0.32657507	
NFATC1		-0.32680777	
HS3ST3B1		-0.3269252	
RLF		-0.32724327	
MMP2		-0.3272599	
LINC00926		-0.3273243	
TMEFF1		-0.32753053	
FAH		-0.32807955	
CD44		-0.3283827	
USPL1		-0.32846016	
BCL7B		-0.32856882	
TSPAN33		-0.32858035	
DSCAML1		-0.3287569	
SAMD10		-0.32880035	
SNX5		-0.32916358	
DHCR24		-0.32943952	
H3-3B		-0.32959118	
DDX11		-0.33018303	
PPP1CA		-0.33032137	
ATP6V0D1-DT		-0.33032706	
MLLT10		-0.33038667	
POLR3A		-0.33048797	
PNPLA3		-0.3306437	
MBNL1-AS1		-0.3308791	
LAMTOR5-AS1		-0.33152735	
GPT2		-0.33164006	
EPRS1		-0.3323862	
PIWIL4		-0.3326251	
MAP2K1		-0.33283362	
ATP10D		-0.33338273	
DRG1		-0.3337953	
ICMT		-0.33384073	
ZC3HAV1		-0.33414224	
LINC01409		-0.33428687	
RCOR2		-0.3344053	
PRSS27		-0.33464423	
CDK8		-0.3347127	
CEROX1		-0.33474833	
BST2		-0.33498758	
NDUFB11		-0.3349879	
HLTF		-0.33567852	
SLC9B1		-0.33577502	
LOC124902026		-0.33590317	
SLC25A38		-0.33605805	
PCED1A		-0.33612064	
MAP3K14		-0.3361222	
CALR		-0.33646277	
BTBD8		-0.33656007	
CTSH		-0.33728516	
WIZ		-0.33756262	
SOCS3		-0.33762896	
SHPK		-0.33763546	
VGLL3		-0.33814937	
LZTS3		-0.33841553	
BCL2L1		-0.3384484	
ADD2		-0.33853957	
NOP56		-0.33865666	
THAP8		-0.3388514	
FANCG		-0.33885202	
KCNAB1		-0.33908993	
CDH15		-0.33949506	
ING5		-0.33962983	
CCDC7		-0.34014222	
WDFY3-AS2		-0.34016275	
RBL1		-0.34024397	
ZDHHC18		-0.34043762	
MIA2-AS1		-0.34071627	
ZPR1		-0.34124243	
NXPE3		-0.34151208	
CRELD1		-0.3417935	
CD164		-0.3419628	
TBCC		-0.34218583	
NSUN7		-0.34224966	
BAK1		-0.34243172	
TUBG1		-0.34274852	
ZBED4		-0.34304774	
TOX		-0.34314644	
ATRN		-0.34330198	
PDIA5		-0.3433791	
FGFRL1		-0.3440305	
PFDN2		-0.3441321	
IGFBP3		-0.34413338	
TMT1B		-0.34544152	
CD58		-0.3457821	
CLN3		-0.3461144	
LINC01711		-0.3463643	
AKT1S1		-0.3466378	
RERE		-0.34666038	
FIRRE		-0.34685943	
AMFR		-0.3472947	
LTN1		-0.3473274	
HROB		-0.34741282	
XYLB		-0.34771752	
SLC38A2		-0.3480059	
RHOXF1		-0.34837782	
LRP5		-0.34842998	
PRSS35		-0.34889206	
MED23		-0.34900802	
UBL4A		-0.34903494	
TMC7		-0.34956846	
CENPM		-0.34968245	
REXO4		-0.34995976	
FAM86B3P		-0.34997433	
CTRL		-0.34998313	
SURF6		-0.35030237	
CLTC		-0.35062352	
ZNF525		-0.3507349	
AGO3		-0.35096243	
PGGHG		-0.3509642	
LINC01730		-0.3510428	
PORCN		-0.35109982	
ENDOU		-0.35125652	
HSD17B13		-0.35135093	
STPG1		-0.35137686	
FAT1		-0.35142374	
ZDHHC6		-0.35148084	
SIAH2		-0.3516533	
BUB3		-0.35213435	
NSUN5P1		-0.35251203	
XPOT		-0.35254407	
PRDM15		-0.352824	
KXD1		-0.35310897	
GPR199P		-0.35327798	
EIF3A		-0.3536114	
SLC9A3-OT1		-0.3538157	
LRRC20		-0.35430726	
IGSF10		-0.35503438	
REEP5		-0.35503912	
CSTF1		-0.3550467	
YIPF3		-0.35505575	
FCHO1		-0.3553073	
SOWAHB		-0.35568494	
SEC24C		-0.35573763	
RNF213-AS1		-0.35586834	
NUMBL		-0.35599408	
IL20RB		-0.35613024	
AHCTF1		-0.35618797	
SCGB2B2		-0.3565912	
SLC30A3		-0.3567547	
MLANA		-0.35692716	
PLBD2		-0.35730177	
SUSD4		-0.35762104	
HEXB		-0.3576613	
FOXD2-AS1		-0.35783884	
DMRT2		-0.35822073	
PDK3		-0.3605834	
LYN		-0.361579	
RNF40		-0.36177784	
EDNRB		-0.36179018	
MECP2		-0.36194077	
CABYR		-0.3621004	
C11orf71		-0.36271992	
ARL6IP4		-0.3629109	
ALK		-0.36304468	
ZNF295-AS1		-0.3630771	
UQCRQ		-0.36338818	
APOC1		-0.3635256	
H4C11		-0.36360276	
REEP3		-0.3637966	
ARID3B		-0.36389053	
BTN3A3		-0.36389524	
BTN3A2		-0.36397445	
TMEM253		-0.36465153	
DDX24		-0.36491856	
PCOTH		-0.36510408	
ATXN7		-0.36525193	
FOXD4		-0.36528268	
LGALS8		-0.3653675	
GLA		-0.36536977	
FJX1		-0.36545566	
SLC44A1		-0.36588037	
MTX1		-0.36602324	
AP1M1		-0.366427	
ZNF697		-0.36671528	
C2orf74		-0.36673176	
PSMA7		-0.3668044	
LINC01012		-0.36698723	
TTI1		-0.36700365	
MIA2		-0.3670491	
NAB2		-0.3672432	
BNIP2		-0.36735252	
LY86-AS1		-0.36757737	
CADM3		-0.36789957	
SP6		-0.36825824	
ERLIN2		-0.368363	
PRKAR1B-AS1		-0.36868382	
RTP1		-0.36873764	
EXOC3		-0.3687933	
FGD5-AS1		-0.36885986	
LINC01551		-0.3693228	
PAK3		-0.36979735	
HIF1A-AS3		-0.3699509	
BTF3-DT		-0.36996627	
SNAPC1		-0.37003386	
CCDC9B		-0.37005207	
SLC25A52		-0.370612	
FAHD2B		-0.37069198	
NEU1		-0.3707168	
CCNL1		-0.37087315	
BTLA		-0.37096164	
ATR		-0.37143242	
KCTD14		-0.3715725	
ARFGEF3		-0.37180617	
REV3L		-0.37183776	
VESTAR		-0.37196785	
SLIT1		-0.37235808	
NANP		-0.3725751	
LYPD5		-0.37281024	
RPL7AP45		-0.3728716	
ABTB1		-0.37308034	
MUC1		-0.3736928	
WNT4		-0.37406006	
MARCHF6-DT		-0.37452963	
SLC38A1		-0.37466556	
RFFL		-0.37469143	
ABCG4		-0.37509394	
CTIF		-0.37541038	
UFD1-AS1		-0.37544832	
EID2B		-0.37574142	
HSF2BP		-0.37626427	
TRPC4AP		-0.3762693	
POC5		-0.37650284	
QTRT1		-0.3767781	
GREM2		-0.37695292	
ARF5		-0.37699878	
EPHA5-AS1		-0.37768403	
AP5B1		-0.3781666	
ZNF263		-0.37830085	
INSYN1		-0.37849256	
ADARB1		-0.37890184	
LDHA		-0.3794136	
INTS2		-0.3796083	
NAGA		-0.3796523	
RSKR		-0.37965825	
BTN3A1		-0.37966296	
MALAT1		-0.37999555	
YME1L1		-0.38012797	
MEX3D		-0.38017976	
DNAJA3		-0.38061464	
ERLIN1		-0.38093072	
PTK2B		-0.38093147	
SIK3		-0.38103437	
JUN		-0.3816027	
CCDC85A		-0.38165846	
MIR4435-2HG		-0.381904	
LINC00239		-0.38204926	
MAD2L2		-0.382274	
CDK11A		-0.3825411	
DPAGT1		-0.38300228	
TM2D2		-0.3830246	
KLHL13		-0.3830814	
ZNF843		-0.38362455	
TRIM52		-0.38364527	
FN3K		-0.3841152	
ZSCAN22		-0.38416934	
DHRS7B		-0.3844194	
SMPD1		-0.38461852	
ELP6		-0.38463998	
MYO5B		-0.3848714	
IL12A		-0.38497898	
CRB2		-0.38500753	
ETV4		-0.38502538	
CFB		-0.38526917	
TRPM8		-0.38527247	
PCBP1		-0.38552958	
IL10RB		-0.3855632	
ID2		-0.3857417	
IRS1		-0.3861369	
ANAPC1P2		-0.38613877	
TIGD6		-0.38617036	
ZNF808		-0.38629285	
P4HA3		-0.38639015	
TMEM9		-0.38647047	
CIZ1		-0.3867022	
PPP2R1B		-0.38686875	
SSR3		-0.3869145	
DIP2C		-0.38702795	
BCL6		-0.38751182	
SLC8B1		-0.38791403	
SGK1		-0.38817766	
AMER1		-0.38840878	
C22orf23		-0.38842317	
IRF3		-0.38857535	
PTP4A3		-0.38861585	
MED22		-0.38867655	
FAM20C		-0.38926923	
ATP23		-0.38936755	
RPS14		-0.3896214	
ALKBH6		-0.39005062	
PRR18		-0.39005792	
NENF		-0.39076474	
ACCS		-0.39077467	
USP9X		-0.3911726	
CDH6		-0.39138103	
ANKRD44		-0.3914941	
GAPDH		-0.3916292	
CLCN7		-0.39165586	
FEM1C		-0.3919057	
NUP214		-0.39206433	
ETHE1		-0.39250663	
LMCD1		-0.39310396	
DCPS		-0.39319143	
RHPN1		-0.39372054	
MRPS24		-0.3942011	
TSPAN1		-0.39436266	
GTPBP1		-0.39439207	
ARFRP1		-0.3944176	
STK11IP		-0.39450273	
HPS5		-0.39453858	
POLR1E		-0.39484262	
TLCD4-RWDD3		-0.39508298	
RAB2A		-0.39513645	
UBN2		-0.3952926	
ZNF516		-0.39541638	
CHST3		-0.39571208	
ULBP1		-0.3958486	
DDR2		-0.39633286	
PPIB		-0.3963411	
PGM1		-0.396534	
PRAF2		-0.39675206	
TP53RK		-0.3970462	
RAPGEF3		-0.39727926	
PNP		-0.39741912	
LINC02762		-0.39780754	
CPEB1		-0.3978514	
CDK10		-0.3990077	
LRRFIP2		-0.3990168	
DMXL1		-0.39955616	
MTG1		-0.39972898	
PRTFDC1		-0.3997723	
ZNF436		-0.40008515	
TBL1X		-0.40018186	
GBF1		-0.40055254	
SEC61A1		-0.4006157	
CA13		-0.4006837	
SAMD14		-0.4007983	
PCYOX1L		-0.40234137	
TANGO2		-0.402692	
ZNF600		-0.402707	
EMC4		-0.40275282	
EXTL3		-0.40280953	
DPY19L2P3		-0.40304777	
GFUS		-0.40311027	
PDLIM3		-0.40313125	
HNRNPA1L3		-0.40356362	
PPT2		-0.40369502	
CANT1		-0.4044328	
THBS1		-0.4049981	
TAF5		-0.4051942	
C7orf57		-0.4055649	
IPO13		-0.40565178	
E2F5-DT		-0.40568444	
ATF4		-0.40655848	
DISP3		-0.40673536	
B4GALT5		-0.4071897	
LARGE1		-0.40731713	
TMEM268		-0.40741986	
DLX2		-0.40761623	
TLE2		-0.4078943	
HECTD1		-0.4080868	
TGM1		-0.40814057	
TM9SF1		-0.40868345	
SMG1P1		-0.40872574	
RBP7		-0.4091396	
BRSK1		-0.4092101	
UNC45A		-0.40929264	
CFAP58		-0.4095236	
TLE1-DT		-0.41049376	
JMY		-0.41050833	
SPIN2A		-0.4108664	
SGMS1		-0.4116878	
TRIM26		-0.412483	
SMARCA4		-0.4127881	
LINC01844		-0.41285974	
SLC5A6		-0.41297507	
TLE6		-0.41302064	
PNLIPRP3		-0.41318664	
TJP2		-0.4135767	
ADGRL1		-0.41429785	
OSBPL2		-0.4144073	
LINC00680-GUSBP4		-0.41472936	
SCN11A		-0.41480166	
METTL23		-0.41490433	
AKNAD1		-0.41491893	
CCDC124		-0.4150259	
LAMA4		-0.4151542	
ITGA2B		-0.41518074	
RIF1		-0.41529033	
RPS15		-0.41553104	
ST20-MTHFS		-0.4158027	
KIF1A		-0.41596574	
TIMM50		-0.41630727	
C9orf43		-0.4164093	
TMBIM6		-0.41658393	
ZNF485		-0.41662252	
ATP5MC3		-0.41669858	
TTC9C		-0.41682935	
ANAPC1		-0.41697067	
NOTCH2NLR		-0.41735342	
SLC26A11		-0.41741085	
TXLNA		-0.41769412	
MAN2B1		-0.4177467	
ENGASE		-0.41782925	
ADIPOR1		-0.41804042	
DOCK6		-0.41815045	
PMEL		-0.41828212	
MAPKBP1		-0.41887045	
PRELID1		-0.41898233	
SMCR8		-0.4190182	
MAPKAPK3		-0.41936967	
TMEM51-AS1		-0.41973537	
FZD1		-0.4198364	
ATP6V0E2		-0.42011753	
CST3		-0.4201298	
COX8A		-0.42019382	
SEC61G		-0.42066795	
RC3H1		-0.42067197	
MTND2P28		-0.42093647	
SPINT2		-0.4211316	
DCC		-0.4213683	
EMBP1		-0.42177668	
MPRIP		-0.4218171	
THAP7-AS1		-0.4218401	
PRXL2B		-0.4221833	
CDAN1		-0.42267773	
PPA1		-0.42268372	
PKN1		-0.4230149	
EXT1		-0.42324793	
FRMD8		-0.42340058	
C6orf120		-0.42343998	
DDOST		-0.42345557	
RBM33		-0.42347634	
DPP4		-0.4235105	
CLIC4		-0.42352057	
SLC12A2-DT		-0.42362353	
PGLS		-0.42394412	
PCDHGC5		-0.4239905	
NEUROD1		-0.4242022	
C15orf39		-0.42479786	
CEP350		-0.42483246	
CNOT3		-0.4248771	
ZKSCAN7		-0.42492852	
NOB1		-0.42538065	
FAIM2		-0.42538667	
ZDHHC1		-0.4258842	
ZKSCAN2-DT		-0.42640182	
STIM1		-0.42644143	
TAF10		-0.42688084	
CA5BP1		-0.42702794	
INTS6L		-0.42753363	
EVI5L		-0.42790917	
NAA20		-0.42818016	
LINC01284		-0.4285577	
DTX2P1-UPK3BP1-PMS2P11		-0.42871857	
TMEM30B		-0.42903012	
RAB6B		-0.42906615	
CKAP4		-0.42907014	
NHLRC4		-0.42912892	
SP100		-0.42947152	
TXLNG		-0.4296733	
TRRAP		-0.43050945	
XPNPEP1		-0.4307563	
PMPCA		-0.43091136	
OBSL1		-0.43109077	
LURAP1		-0.43129033	
EIF1AX		-0.43155175	
TEX2		-0.431809	
POLE		-0.43228647	
KY		-0.43245545	
CTC-338M12.4		-0.43249628	
TMTC1		-0.4326304	
EVI5		-0.43299252	
CLPTM1		-0.4333686	
MCMBP		-0.43341604	
CMBL		-0.4334492	
NTRK1		-0.43365577	
TMPO-AS1		-0.43368495	
SKI		-0.4338945	
USP37		-0.43399143	
TOB2		-0.43432698	
ARHGAP21		-0.43462008	
ODAD3		-0.43473354	
STON2		-0.4350001	
TIFA		-0.43502536	
GSR		-0.435156	
PGBD4		-0.43557104	
AZGP1		-0.4357343	
CMIP		-0.43574032	
KCNH2		-0.43585655	
ATXN2L		-0.43593428	
CEBPB-AS1		-0.43600878	
CRMP1		-0.436093	
C9orf50		-0.43653846	
PISD		-0.43756834	
LAG3		-0.4377111	
TMEM65		-0.43779397	
RNASEH2A		-0.4379176	
MED24		-0.43794	
NYAP1		-0.4384847	
ATXN7L3		-0.43881148	
TMEM269		-0.43964	
LIMD2		-0.43984523	
BCAT2		-0.44067395	
TIGD1		-0.4407701	
TRIP6		-0.44118667	
ABCC6P2		-0.44136947	
TMEM26		-0.441504	
TOR1AIP2		-0.44157282	
GZF1		-0.4419641	
POMT1		-0.4424774	
FCGRT		-0.44252613	
PELI1		-0.4425295	
MTMR12		-0.44259092	
ABHD3		-0.4429077	
LOC127814295		-0.4430521	
HTT		-0.44309738	
CYP21A2		-0.44341335	
PGK1		-0.44347537	
CHCHD2		-0.4435402	
BRSK2		-0.44361264	
TMEM31		-0.4438525	
SH3TC2-DT		-0.4443842	
TSTD3		-0.44440144	
GBP2		-0.44442695	
SELENOH		-0.44447973	
EDN3		-0.4447173	
STON1-GTF2A1L		-0.44487694	
UBN1		-0.44560984	
DPYSL4		-0.44680429	
SNX19		-0.44694462	
P4HA1		-0.44697648	
CGN		-0.44744986	
ZNF398		-0.44745642	
WDTC1		-0.44757318	
PTPN14		-0.44760987	
BTBD17		-0.44763124	
KRT8P12		-0.44764704	
CLGN		-0.44799235	
COX7B		-0.44803447	
VPS37D		-0.44814277	
SAMD1		-0.44814867	
COG3		-0.44844556	
LINC00458		-0.44871432	
KDM2A		-0.44879645	
MAB21L3		-0.44881988	
CAMK2A		-0.44908452	
SLC12A8		-0.44912562	
ITPKB		-0.44913065	
PEMT		-0.44917327	
SLC20A1		-0.44928876	
EEF1DP2		-0.44942865	
MELTF-AS1		-0.4494759	
MYH3		-0.44963098	
NLK		-0.4498723	
RALY-AS1		-0.44989765	
C1orf174		-0.44999912	
LOC124902546		-0.450221	
RNF123		-0.45037398	
GMDS		-0.45050848	
SH2B3		-0.45066702	
NPLOC4		-0.45068607	
LINC00449		-0.4507211	
BMP2K		-0.45105168	
PYGL		-0.45133042	
SKP2		-0.45146722	
ATP7A		-0.45146748	
ACVR1C		-0.4515757	
ACAD9-DT		-0.45162845	
ARSJ		-0.4526043	
EIF6		-0.45298392	
TMEM184A		-0.45332733	
S100A16		-0.45409712	
LGALS3		-0.4542424	
RHOC		-0.454816	
DYNLT3		-0.45524597	
CD99		-0.45533168	
MTCO1P12		-0.45557255	
LOC100134368		-0.45586112	
MFSD5		-0.45601475	
DPY19L2P1		-0.45611203	
CCDC120		-0.45637298	
UBE2E2		-0.45661652	
EIF4A3		-0.45694566	
BMS1		-0.4569689	
PDXK		-0.457351	
BOC		-0.4578451	
RPS2		-0.45791635	
MBOAT1		-0.45795447	
ASH1L		-0.45859227	
ENPP3		-0.45893213	
KRBA2		-0.45898956	
YBX3		-0.46027547	
LRP2BP		-0.46072742	
CDK12		-0.4610481	
PTPRG-AS1		-0.4611663	
FOXD4L1		-0.4618404	
OTUD5		-0.46194777	
KPNB1-DT		-0.46208435	
RCC1L		-0.46248168	
PLCG1		-0.46262634	
TMEM63B		-0.4628369	
MYLK2		-0.46298513	
VARS2		-0.46331635	
SLC39A9		-0.46335012	
NUDT17		-0.46347937	
SGSM2		-0.4641187	
HYCC1		-0.4641578	
ZNF217		-0.46416423	
CT45A5		-0.46486592	
KPNA4		-0.46494848	
EOGT		-0.46522263	
C19orf81		-0.46539095	
ZNF696		-0.4654144	
TBX15		-0.46557367	
PDXDC1		-0.4660039	
ARMC6		-0.46600738	
BAG2		-0.46641937	
EDRF1-DT		-0.46715063	
ERCC5		-0.46756685	
POLR2E		-0.46765724	
KBTBD6-DT		-0.4676852	
SNRNP70		-0.46778345	
SLC30A4		-0.4679153	
ANKRD54		-0.46815345	
H4C8		-0.46855983	
C2CD4C		-0.46879184	
ETV7		-0.46913025	
DISP1		-0.46960342	
LOC554206		-0.46996778	
MRPL2		-0.47014564	
DDTL		-0.47042242	
TSC22D1-AS1		-0.47076443	
FGF11		-0.47097424	
RNF152		-0.47128588	
UBR1		-0.47145158	
GALNS		-0.4715899	
MFAP4		-0.47174308	
NIPAL2		-0.472018	
WDR13		-0.47264507	
CLBA1		-0.473239	
ZNF672		-0.47325742	
CRTC2		-0.4732762	
NHERF1		-0.4733382	
POLE3		-0.47357672	
P2RX4		-0.47383732	
TRIM27		-0.4738714	
NUDT5		-0.47396296	
HYOU1		-0.47401705	
VDAC1		-0.4740443	
